Name,Type
Підкова,вулиця
Покрова,вулиця
Мєшкова,вулиця
Базилєєва,вулиця
Кобилиці,вулиця
Микулинецький,провулок
Віктора Бєльського,вулиця
Самборського,вулиця
Куклинці,вулиця
Погорецького,вулиця
Радна,вулиця
Торлова,вулиця
Данили Галицького,вулиця
Нове село,вулиця
Міклоша Зелеі,площа
Героїв Харківщини,вулиця
Василя Гордієнка,вулиця
Ахманівка,вулиця
Горянка,вулиця
Замуромська,вулиця
З.Серебрякової,вулиця
Переселенська,вулиця
Пролетарське Поле,вулиця
Бориса Мостового,вулиця
Харазії,вулиця
Вале Подішорулуй,вулиця
Вале Стримтури,вулиця
1-й Мирослава Скорика,провулок
1-й Ґданський,провулок
2-й Ґданський,провулок
3-й Ґданський,провулок
Тракторнодетальна,вулиця
Невідомого Солдата,вулиця
6-й Дениса Лукіяновича,провулок
Юлії Залюбовської,вулиця
Марамуреш,вулиця
імені К. Г. Алексєєва,вулиця
